コード,Cluster_From,Cluster_To,Period
6778,4,4,2014-2015
6785,0,0,2014-2015
6786,1,1,2014-2015
6787,3,0,2014-2015
6788,2,0,2014-2015
6794,3,3,2014-2015
6797,4,4,2014-2015
6798,3,3,2014-2015
6800,0,2,2014-2015
6803,0,1,2014-2015
6804,2,2,2014-2015
6806,2,2,2014-2015
6807,3,3,2014-2015
6809,2,2,2014-2015
6810,2,2,2014-2015
6814,3,3,2014-2015
6817,0,2,2014-2015
6819,4,4,2014-2015
6820,2,2,2014-2015
6822,2,2,2014-2015
6823,4,4,2014-2015
6824,2,2,2014-2015
6832,0,2,2014-2015
6834,4,4,2014-2015
6835,1,1,2014-2015
6837,0,0,2014-2015
6838,0,0,2014-2015
6840,1,0,2014-2015
6841,3,3,2014-2015
6844,3,3,2014-2015
6845,3,3,2014-2015
6848,0,0,2014-2015
6849,2,2,2014-2015
6850,0,0,2014-2015
6853,0,0,2014-2015
6855,0,0,2014-2015
6856,3,3,2014-2015
6858,4,0,2014-2015
6859,2,2,2014-2015
6861,2,2,2014-2015
6862,1,1,2014-2015
6863,4,4,2014-2015
6864,0,0,2014-2015
6866,4,2,2014-2015
6867,1,4,2014-2015
6869,2,2,2014-2015
6870,0,0,2014-2015
6871,0,0,2014-2015
6874,0,0,2014-2015
6875,2,0,2014-2015
6877,2,0,2014-2015
6882,0,2,2014-2015
6888,0,1,2014-2015
6890,3,3,2014-2015
6894,1,4,2014-2015
6897,4,0,2014-2015
6898,1,4,2014-2015
6899,0,0,2014-2015
6901,0,0,2014-2015
6902,3,3,2014-2015
6904,0,0,2014-2015
6905,2,2,2014-2015
6907,2,2,2014-2015
6908,2,2,2014-2015
6912,4,4,2014-2015
6914,2,2,2014-2015
6915,2,2,2014-2015
6918,4,4,2014-2015
6919,4,4,2014-2015
6920,4,2,2014-2015
6923,2,2,2014-2015
6925,3,3,2014-2015
6926,0,0,2014-2015
6927,0,1,2014-2015
6928,0,0,2014-2015
6929,2,2,2014-2015
6930,2,2,2014-2015
6932,0,0,2014-2015
6937,0,0,2014-2015
6941,0,0,2014-2015
6942,1,1,2014-2015
6943,4,4,2014-2015
6946,0,0,2014-2015
6947,2,2,2014-2015
6951,3,3,2014-2015
6952,3,3,2014-2015
6954,2,2,2014-2015
6955,0,0,2014-2015
6957,0,0,2014-2015
6958,3,3,2014-2015
6960,2,2,2014-2015
6961,2,2,2014-2015
6962,3,1,2014-2015
6963,2,2,2014-2015
6964,4,4,2014-2015
6965,3,3,2014-2015
6966,2,2,2014-2015
6969,1,1,2014-2015
6976,3,3,2014-2015
6977,0,0,2014-2015
6982,0,0,2014-2015
6986,2,2,2014-2015
6989,0,0,2014-2015
6993,0,0,2014-2015
6994,2,2,2014-2015
6995,2,2,2014-2015
6996,2,2,2014-2015
6997,3,3,2014-2015
6998,0,4,2014-2015
6999,2,2,2014-2015
7003,3,3,2014-2015
7004,3,3,2014-2015
7011,3,3,2014-2015
7012,3,3,2014-2015
7013,3,3,2014-2015
7014,3,3,2014-2015
7018,1,0,2014-2015
7021,0,0,2014-2015
7022,0,3,2014-2015
7102,2,1,2014-2015
7105,3,3,2014-2015
7122,1,1,2014-2015
7148,0,0,2014-2015
7162,1,0,2014-2015
7164,2,2,2014-2015
7172,1,0,2014-2015
7175,4,4,2014-2015
7177,3,3,2014-2015
7185,0,0,2014-2015
7187,1,1,2014-2015
7201,3,3,2014-2015
7202,3,3,2014-2015
7205,3,3,2014-2015
7208,0,0,2014-2015
7211,3,3,2014-2015
7212,3,3,2014-2015
7213,0,0,2014-2015
7214,0,0,2014-2015
7215,0,0,2014-2015
7217,0,0,2014-2015
7218,0,0,2014-2015
7219,0,4,2014-2015
7220,3,3,2014-2015
7222,2,2,2014-2015
7224,2,3,2014-2015
7226,3,3,2014-2015
7228,0,0,2014-2015
7229,3,3,2014-2015
7231,3,3,2014-2015
7235,4,2,2014-2015
7236,3,0,2014-2015
7238,3,3,2014-2015
7239,3,3,2014-2015
7240,3,3,2014-2015
7241,3,3,2014-2015
7242,3,3,2014-2015
7244,3,0,2014-2015
7245,3,3,2014-2015
7246,3,3,2014-2015
7247,3,3,2014-2015
7250,3,3,2014-2015
7254,0,0,2014-2015
7255,4,4,2014-2015
7256,3,3,2014-2015
7259,3,3,2014-2015
7261,3,3,2014-2015
7264,0,0,2014-2015
7265,4,4,2014-2015
7266,3,3,2014-2015
7269,3,3,2014-2015
7270,3,3,2014-2015
7271,0,0,2014-2015
7272,3,3,2014-2015
7273,0,0,2014-2015
7276,3,3,2014-2015
7277,0,0,2014-2015
7278,3,3,2014-2015
7279,3,3,2014-2015
7280,3,3,2014-2015
7282,3,3,2014-2015
7283,3,3,2014-2015
7284,0,0,2014-2015
7287,3,3,2014-2015
7291,0,3,2014-2015
7292,2,2,2014-2015
7294,2,3,2014-2015
7296,2,3,2014-2015
7297,2,4,2014-2015
7299,4,2,2014-2015
7305,2,2,2014-2015
7309,3,3,2014-2015
7313,2,2,2014-2015
7314,4,4,2014-2015
7399,4,4,2014-2015
7412,0,2,2014-2015
7413,1,1,2014-2015
7414,0,0,2014-2015
7416,2,0,2014-2015
7417,0,2,2014-2015
7419,0,3,2014-2015
7420,3,3,2014-2015
7421,1,0,2014-2015
7422,1,1,2014-2015
7425,0,0,2014-2015
7426,0,0,2014-2015
7427,0,2,2014-2015
7433,3,3,2014-2015
7434,4,4,2014-2015
7435,0,0,2014-2015
7438,2,2,2014-2015
7442,2,2,2014-2015
7443,0,0,2014-2015
7444,4,0,2014-2015
7445,2,2,2014-2015
7446,0,0,2014-2015
7447,2,2,2014-2015
7450,0,0,2014-2015
7453,3,3,2014-2015
7455,2,2,2014-2015
7456,2,0,2014-2015
7458,3,3,2014-2015
7459,3,3,2014-2015
7460,0,0,2014-2015
7461,0,0,2014-2015
7462,1,0,2014-2015
7463,2,2,2014-2015
7464,0,0,2014-2015
7466,2,0,2014-2015
7467,0,0,2014-2015
7472,4,2,2014-2015
7475,0,2,2014-2015
7476,2,2,2014-2015
7477,0,4,2014-2015
7480,0,0,2014-2015
7481,2,2,2014-2015
7482,2,2,2014-2015
7483,2,2,2014-2015
7486,0,0,2014-2015
7487,0,2,2014-2015
7490,0,0,2014-2015
7494,0,3,2014-2015
7500,4,2,2014-2015
7501,4,4,2014-2015
7502,0,0,2014-2015
7504,2,2,2014-2015
7505,2,2,2014-2015
7506,4,4,2014-2015
7508,0,0,2014-2015
7509,0,0,2014-2015
7510,2,0,2014-2015
7512,3,3,2014-2015
7513,2,0,2014-2015
7514,0,0,2014-2015
7515,0,0,2014-2015
7516,3,3,2014-2015
7520,0,0,2014-2015
7521,2,2,2014-2015
7522,3,0,2014-2015
7523,4,0,2014-2015
7524,4,4,2014-2015
7525,0,0,2014-2015
7527,4,4,2014-2015
7531,0,2,2014-2015
7532,3,3,2014-2015
7537,3,3,2014-2015
7538,0,0,2014-2015
7539,0,0,2014-2015
7544,4,4,2014-2015
7545,2,2,2014-2015
7550,3,3,2014-2015
7551,0,0,2014-2015
7552,2,2,2014-2015
7554,0,0,2014-2015
7555,4,4,2014-2015
7561,0,2,2014-2015
7562,0,0,2014-2015
7564,2,2,2014-2015
7565,4,2,2014-2015
7567,1,0,2014-2015
7570,0,0,2014-2015
7571,1,0,2014-2015
7575,0,0,2014-2015
7578,0,0,2014-2015
7581,2,2,2014-2015
7585,4,4,2014-2015
7590,0,0,2014-2015
7593,3,3,2014-2015
7595,2,2,2014-2015
7596,4,2,2014-2015
7599,2,2,2014-2015
7600,0,0,2014-2015
7601,1,1,2014-2015
7602,4,0,2014-2015
7603,2,2,2014-2015
7604,0,0,2014-2015
7606,2,2,2014-2015
7607,2,2,2014-2015
7608,1,1,2014-2015
7609,0,2,2014-2015
7610,0,1,2014-2015
7611,2,2,2014-2015
7613,3,3,2014-2015
7614,2,2,2014-2015
7615,4,2,2014-2015
7616,3,3,2014-2015
7619,0,0,2014-2015
7621,0,0,2014-2015
7624,4,1,2014-2015
7625,4,4,2014-2015
7628,2,2,2014-2015
7630,2,2,2014-2015
7634,4,4,2014-2015
7635,0,0,2014-2015
7636,0,0,2014-2015
7637,2,2,2014-2015
7638,1,0,2014-2015
7640,0,0,2014-2015
7643,0,0,2014-2015
7646,0,2,2014-2015
7649,2,2,2014-2015
7701,3,3,2014-2015
7702,0,0,2014-2015
7707,1,1,2014-2015
7709,1,1,2014-2015
7711,0,0,2014-2015
7713,4,4,2014-2015
7715,0,0,2014-2015
7716,2,2,2014-2015
7717,0,0,2014-2015
7718,2,2,2014-2015
7719,1,0,2014-2015
7721,3,0,2014-2015
7722,0,0,2014-2015
7723,0,0,2014-2015
7725,0,0,2014-2015
7726,1,0,2014-2015
7727,0,0,2014-2015
7729,2,2,2014-2015
7730,2,2,2014-2015
7731,3,3,2014-2015
7732,3,3,2014-2015
7733,3,3,2014-2015
7734,2,2,2014-2015
7735,3,3,2014-2015
7739,2,2,2014-2015
7740,2,2,2014-2015
7743,0,0,2014-2015
7744,3,3,2014-2015
7745,0,0,2014-2015
7746,1,0,2014-2015
7747,0,3,2014-2015
7749,2,2,2014-2015
7760,0,0,2014-2015
7762,3,3,2014-2015
7769,0,2,2014-2015
7771,0,1,2014-2015
7774,1,1,2014-2015
7775,0,0,2014-2015
7776,1,1,2014-2015
7777,1,1,2014-2015
7779,1,1,2014-2015
7780,0,3,2014-2015
7781,0,4,2014-2015
7782,1,1,2014-2015
7811,0,0,2014-2015
7812,0,0,2014-2015
7813,0,4,2014-2015
7815,0,0,2014-2015
7817,3,3,2014-2015
7818,4,4,2014-2015
7819,0,1,2014-2015
7820,4,2,2014-2015
7821,0,0,2014-2015
7822,2,2,2014-2015
7823,2,2,2014-2015
7826,0,4,2014-2015
7827,0,0,2014-2015
7831,0,0,2014-2015
7832,2,2,2014-2015
7833,4,4,2014-2015
7836,1,1,2014-2015
7837,0,0,2014-2015
7839,4,4,2014-2015
7840,2,2,2014-2015
7841,0,0,2014-2015
7844,2,2,2014-2015
7846,3,3,2014-2015
7847,4,4,2014-2015
7849,4,4,2014-2015
7850,0,0,2014-2015
7851,4,4,2014-2015
7856,0,0,2014-2015
7857,4,4,2014-2015
7859,1,0,2014-2015
7860,3,3,2014-2015
7863,0,4,2014-2015
7864,3,3,2014-2015
7865,4,4,2014-2015
7867,3,3,2014-2015
7868,3,3,2014-2015
7871,2,2,2014-2015
7872,0,0,2014-2015
7874,0,0,2014-2015
7875,0,0,2014-2015
7877,4,4,2014-2015
7878,1,4,2014-2015
7879,0,0,2014-2015
7883,0,0,2014-2015
7885,1,2,2014-2015
7886,1,0,2014-2015
7887,4,1,2014-2015
7888,0,0,2014-2015
7893,2,2,2014-2015
7896,0,0,2014-2015
7897,0,0,2014-2015
7898,3,3,2014-2015
7901,4,4,2014-2015
7902,4,4,2014-2015
7906,2,0,2014-2015
7908,2,4,2014-2015
7911,3,3,2014-2015
7912,3,3,2014-2015
7914,2,2,2014-2015
7915,2,2,2014-2015
7916,4,0,2014-2015
7917,3,3,2014-2015
7918,0,0,2014-2015
7919,0,0,2014-2015
7921,4,2,2014-2015
7922,4,4,2014-2015
7923,0,0,2014-2015
7925,2,2,2014-2015
7927,0,0,2014-2015
7928,4,4,2014-2015
7931,2,2,2014-2015
7932,0,0,2014-2015
7936,3,3,2014-2015
7937,2,2,2014-2015
7938,0,0,2014-2015
7939,0,0,2014-2015
7942,3,3,2014-2015
7943,3,3,2014-2015
7946,1,1,2014-2015
7947,3,3,2014-2015
7949,2,2,2014-2015
7951,2,2,2014-2015
7952,0,0,2014-2015
7953,0,0,2014-2015
7955,3,3,2014-2015
7956,2,2,2014-2015
7957,0,0,2014-2015
7962,0,2,2014-2015
7963,0,0,2014-2015
7965,2,2,2014-2015
7966,2,2,2014-2015
7970,2,2,2014-2015
7971,3,3,2014-2015
7972,3,3,2014-2015
7974,2,2,2014-2015
7975,0,0,2014-2015
7976,2,2,2014-2015
7979,4,0,2014-2015
7980,0,0,2014-2015
7981,2,2,2014-2015
7983,4,4,2014-2015
7984,3,3,2014-2015
7985,0,0,2014-2015
7986,4,4,2014-2015
7987,0,0,2014-2015
7988,3,3,2014-2015
7989,2,2,2014-2015
7990,0,0,2014-2015
7991,0,0,2014-2015
7992,1,1,2014-2015
7994,3,3,2014-2015
7995,0,0,2014-2015
7997,0,0,2014-2015
7999,2,2,2014-2015
8005,1,0,2014-2015
8006,2,0,2014-2015
8007,0,0,2014-2015
8008,2,2,2014-2015
8011,3,3,2014-2015
8012,3,3,2014-2015
8013,1,1,2014-2015
8014,3,3,2014-2015
8015,3,3,2014-2015
8016,3,3,2014-2015
8018,2,0,2014-2015
8020,3,3,2014-2015
8022,3,3,2014-2015
8023,1,0,2014-2015
8025,0,0,2014-2015
8029,0,2,2014-2015
8030,0,3,2014-2015
8032,3,3,2014-2015
8035,2,2,2014-2015
8037,3,3,2014-2015
8039,0,0,2014-2015
8040,4,1,2014-2015
8041,0,0,2014-2015
8043,3,3,2014-2015
8045,4,4,2014-2015
8046,0,0,2014-2015
8050,3,3,2014-2015
8051,3,2,2014-2015
8052,2,2,2014-2015
8056,3,3,2014-2015
8057,3,3,2014-2015
8059,3,3,2014-2015
8060,2,2,2014-2015
8061,3,3,2014-2015
8065,3,0,2014-2015
8066,3,3,2014-2015
8070,3,0,2014-2015
8074,3,3,2014-2015
8075,3,3,2014-2015
8076,0,0,2014-2015
8077,0,0,2014-2015
8078,3,3,2014-2015
8079,3,0,2014-2015
8081,2,2,2014-2015
8084,2,2,2014-2015
8085,3,0,2014-2015
8086,3,3,2014-2015
8088,3,3,2014-2015
8089,3,3,2014-2015
8091,0,0,2014-2015
8093,0,0,2014-2015
8095,0,0,2014-2015
8097,3,3,2014-2015
8098,3,3,2014-2015
8101,3,3,2014-2015
8103,0,0,2014-2015
8104,0,0,2014-2015
8105,4,1,2014-2015
8107,1,1,2014-2015
8111,0,0,2014-2015
8113,3,3,2014-2015
8115,0,4,2014-2015
8117,2,2,2014-2015
8118,2,2,2014-2015
8119,0,0,2014-2015
8123,0,0,2014-2015
8125,2,2,2014-2015
8127,2,2,2014-2015
8129,3,3,2014-2015
8130,2,2,2014-2015
8131,3,3,2014-2015
8132,3,3,2014-2015
8135,0,1,2014-2015
8136,3,3,2014-2015
8137,0,3,2014-2015
8138,4,4,2014-2015
8139,0,1,2014-2015
8141,2,3,2014-2015
8142,3,3,2014-2015
8143,4,4,2014-2015
8144,2,0,2014-2015
8147,0,0,2014-2015
8150,2,2,2014-2015
8151,2,2,2014-2015
8152,1,1,2014-2015
8153,2,2,2014-2015
8154,3,3,2014-2015
8157,0,3,2014-2015
8158,2,2,2014-2015
8159,3,3,2014-2015
8160,2,2,2014-2015
8163,0,0,2014-2015
8165,3,0,2014-2015
8166,4,4,2014-2015
8167,0,0,2014-2015
8173,3,3,2014-2015
8174,3,3,2014-2015
8179,2,2,2014-2015
8181,1,1,2014-2015
8185,2,2,2014-2015
8194,3,3,2014-2015
8198,2,2,2014-2015
8200,0,0,2014-2015
8202,4,0,2014-2015
8203,0,0,2014-2015
8207,1,1,2014-2015
8209,1,1,2014-2015
8214,3,3,2014-2015
8217,3,3,2014-2015
8218,3,3,2014-2015
8219,3,3,2014-2015
8225,0,1,2014-2015
8226,4,4,2014-2015
8227,2,2,2014-2015
8230,0,0,2014-2015
8233,3,3,2014-2015
8237,0,0,2014-2015
8242,3,3,2014-2015
8244,3,3,2014-2015
8247,0,0,2014-2015
8252,3,3,2014-2015
8253,3,3,2014-2015
8254,0,0,2014-2015
8255,2,2,2014-2015
8260,0,0,2014-2015
8267,3,3,2014-2015
8273,3,3,2014-2015
8275,0,0,2014-2015
8276,3,3,2014-2015
8278,3,3,2014-2015
8281,3,3,2014-2015
8282,3,3,2014-2015
8283,3,2,2014-2015
8285,0,0,2014-2015
8289,0,0,2014-2015
8291,3,3,2014-2015
8424,3,3,2014-2015
8425,3,3,2014-2015
8439,3,3,2014-2015
8508,2,2,2014-2015
8511,3,3,2014-2015
8515,3,0,2014-2015
8518,0,0,2014-2015
8566,3,0,2014-2015
8572,3,3,2014-2015
8584,3,3,2014-2015
8585,3,3,2014-2015
8593,3,3,2014-2015
8595,2,2,2014-2015
8596,3,0,2014-2015
8601,3,3,2014-2015
8609,3,3,2014-2015
8613,2,2,2014-2015
8614,2,0,2014-2015
8616,3,3,2014-2015
8617,4,4,2014-2015
8622,2,2,2014-2015
8624,2,2,2014-2015
8628,3,3,2014-2015
8699,3,3,2014-2015
8700,4,4,2014-2015
8704,1,1,2014-2015
8705,0,0,2014-2015
8706,0,0,2014-2015
8707,2,0,2014-2015
8708,1,2,2014-2015
8737,0,4,2014-2015
8739,1,4,2014-2015
8742,1,1,2014-2015
8746,4,1,2014-2015
8747,1,1,2014-2015
8769,4,4,2014-2015
8771,4,4,2014-2015
8772,0,0,2014-2015
8789,1,0,2014-2015
8793,3,3,2014-2015
8798,4,4,2014-2015
8801,3,3,2014-2015
8802,3,3,2014-2015
8803,3,3,2014-2015
8804,3,3,2014-2015
8818,3,0,2014-2015
8830,3,3,2014-2015
8835,0,0,2014-2015
8836,4,4,2014-2015
8841,2,2,2014-2015
8844,0,0,2014-2015
8848,3,3,2014-2015
8850,3,3,2014-2015
8860,0,0,2014-2015
8864,0,0,2014-2015
8869,0,0,2014-2015
8871,2,0,2014-2015
8876,3,3,2014-2015
8877,2,0,2014-2015
8881,3,3,2014-2015
8887,1,2,2014-2015
8891,1,0,2014-2015
8892,0,0,2014-2015
8894,1,1,2014-2015
8897,3,0,2014-2015
8898,4,4,2014-2015
8904,2,2,2014-2015
8908,0,0,2014-2015
8912,1,1,2014-2015
8914,2,2,2014-2015
8917,0,2,2014-2015
8918,1,1,2014-2015
8920,0,0,2014-2015
8927,1,1,2014-2015
8928,0,0,2014-2015
8929,0,0,2014-2015
8931,0,0,2014-2015
8934,0,0,2014-2015
8935,2,1,2014-2015
8938,0,0,2014-2015
8940,0,0,2014-2015
8944,2,0,2014-2015
8945,4,4,2014-2015
8946,0,1,2014-2015
8995,0,4,2014-2015
8996,0,0,2014-2015
8999,0,0,2014-2015
9001,3,3,2014-2015
9003,3,3,2014-2015
9005,3,3,2014-2015
9006,3,3,2014-2015
9007,3,3,2014-2015
9008,3,3,2014-2015
9009,3,3,2014-2015
9010,3,3,2014-2015
9012,0,0,2014-2015
9017,0,0,2014-2015
9020,3,3,2014-2015
9021,3,3,2014-2015
9022,3,3,2014-2015
9023,3,3,2014-2015
9024,3,3,2014-2015
9025,3,3,2014-2015
9028,0,0,2014-2015
9029,0,0,2014-2015
9031,3,3,2014-2015
9033,0,0,2014-2015
9034,0,0,2014-2015
9036,4,4,2014-2015
9037,3,3,2014-2015
9039,2,3,2014-2015
9041,3,3,2014-2015
9042,3,3,2014-2015
9044,3,3,2014-2015
9045,3,3,2014-2015
9046,0,0,2014-2015
9048,3,3,2014-2015
9049,0,0,2014-2015
9051,0,0,2014-2015
9052,3,3,2014-2015
9057,0,0,2014-2015
9059,0,0,2014-2015
9060,0,0,2014-2015
9063,0,0,2014-2015
9064,3,3,2014-2015
9065,3,3,2014-2015
9067,0,0,2014-2015
9068,3,3,2014-2015
9069,3,3,2014-2015
9072,3,3,2014-2015
9073,0,0,2014-2015
9074,4,2,2014-2015
9075,3,3,2014-2015
9081,3,3,2014-2015
9082,0,0,2014-2015
9083,2,2,2014-2015
9087,0,0,2014-2015
9090,2,0,2014-2015
9101,3,3,2014-2015
9104,3,3,2014-2015
9107,3,3,2014-2015
9110,3,3,2014-2015
9115,3,3,2014-2015
9119,3,3,2014-2015
9127,0,0,2014-2015
9130,0,0,2014-2015
9171,0,0,2014-2015
9173,0,0,2014-2015
9193,0,0,2014-2015
9201,3,3,2014-2015
9202,3,3,2014-2015
9206,1,0,2014-2015
9233,4,2,2014-2015
9274,3,0,2014-2015
9301,3,3,2014-2015
9302,3,3,2014-2015
9303,3,3,2014-2015
9304,3,0,2014-2015
9305,0,0,2014-2015
9306,0,0,2014-2015
9307,0,0,2014-2015
9308,0,0,2014-2015
9310,3,3,2014-2015
9311,0,0,2014-2015
9312,0,0,2014-2015
9313,0,4,2014-2015
9319,2,2,2014-2015
9322,0,0,2014-2015
9324,0,0,2014-2015
9351,0,0,2014-2015
9353,4,4,2014-2015
9355,0,0,2014-2015
9360,0,0,2014-2015
9361,0,0,2014-2015
9362,0,0,2014-2015
9363,1,1,2014-2015
9364,2,2,2014-2015
9365,0,0,2014-2015
9366,0,0,2014-2015
9367,0,0,2014-2015
9368,0,0,2014-2015
9369,0,3,2014-2015
9376,1,4,2014-2015
9380,0,0,2014-2015
9381,4,4,2014-2015
9385,0,1,2014-2015
9386,0,0,2014-2015
9401,2,3,2014-2015
9404,2,2,2014-2015
9405,2,2,2014-2015
9408,0,0,2014-2015
9409,2,2,2014-2015
9412,2,2,2014-2015
9413,2,2,2014-2015
9414,4,4,2014-2015
9416,0,4,2014-2015
9417,0,4,2014-2015
9418,0,0,2014-2015
9419,4,0,2014-2015
9421,1,1,2014-2015
9423,1,1,2014-2015
9424,0,0,2014-2015
9425,1,1,2014-2015
9428,0,0,2014-2015
9433,3,3,2014-2015
9435,2,2,2014-2015
9436,2,2,2014-2015
9438,2,0,2014-2015
9439,4,4,2014-2015
9441,2,2,2014-2015
9444,0,0,2014-2015
9445,0,1,2014-2015
9446,0,0,2014-2015
9449,3,3,2014-2015
9466,4,4,2014-2015
9467,4,4,2014-2015
9470,3,3,2014-2015
9474,0,0,2014-2015
9475,2,4,2014-2015
9476,4,4,2014-2015
9478,0,0,2014-2015
9501,3,3,2014-2015
9502,3,3,2014-2015
9503,3,3,2014-2015
9504,3,3,2014-2015
9505,3,3,2014-2015
9506,3,3,2014-2015
9507,3,3,2014-2015
9508,3,3,2014-2015
9509,3,3,2014-2015
9511,3,3,2014-2015
9513,3,3,2014-2015
9514,0,0,2014-2015
9517,0,0,2014-2015
9531,3,3,2014-2015
9532,3,3,2014-2015
9533,3,3,2014-2015
9534,0,0,2014-2015
9535,0,2,2014-2015
9536,3,3,2014-2015
9537,2,2,2014-2015
9539,2,2,2014-2015
9543,0,2,2014-2015
9551,0,2,2014-2015
9600,0,0,2014-2015
9601,3,3,2014-2015
9602,3,3,2014-2015
9603,3,3,2014-2015
9605,3,3,2014-2015
9610,0,4,2014-2015
9612,0,0,2014-2015
9616,3,3,2014-2015
9619,0,0,2014-2015
9621,2,2,2014-2015
9622,2,2,2014-2015
9625,4,4,2014-2015
9627,3,3,2014-2015
9628,2,2,2014-2015
9629,4,4,2014-2015
9632,4,2,2014-2015
9633,1,0,2014-2015
9635,0,0,2014-2015
9636,4,0,2014-2015
9639,0,0,2014-2015
9640,2,4,2014-2015
9644,4,4,2014-2015
9647,0,0,2014-2015
9651,4,4,2014-2015
9656,0,0,2014-2015
9658,4,4,2014-2015
9661,4,4,2014-2015
9663,2,2,2014-2015
9672,2,2,2014-2015
9678,3,3,2014-2015
9679,4,4,2014-2015
9682,2,2,2014-2015
9684,2,2,2014-2015
9685,0,0,2014-2015
9686,2,2,2014-2015
9687,4,4,2014-2015
9691,4,4,2014-2015
9692,0,2,2014-2015
9697,3,3,2014-2015
9698,4,4,2014-2015
9699,3,3,2014-2015
9701,4,4,2014-2015
9702,0,4,2014-2015
9704,0,0,2014-2015
9706,3,3,2014-2015
9708,2,2,2014-2015
9709,0,4,2014-2015
9713,0,0,2014-2015
9715,3,2,2014-2015
9716,2,2,2014-2015
9719,3,3,2014-2015
9720,1,4,2014-2015
9722,3,0,2014-2015
9723,0,0,2014-2015
9726,2,2,2014-2015
9729,3,3,2014-2015
9731,0,0,2014-2015
9733,0,0,2014-2015
9735,3,3,2014-2015
9739,4,2,2014-2015
9740,0,0,2014-2015
9742,2,2,2014-2015
9743,2,2,2014-2015
9744,2,2,2014-2015
9746,2,2,2014-2015
9753,4,4,2014-2015
9755,2,2,2014-2015
9757,2,2,2014-2015
9759,2,2,2014-2015
9760,4,4,2014-2015
9761,0,0,2014-2015
9763,0,0,2014-2015
9765,0,4,2014-2015
9767,4,0,2014-2015
9768,0,0,2014-2015
9769,4,4,2014-2015
9776,4,4,2014-2015
9778,4,4,2014-2015
9780,0,0,2014-2015
9782,4,4,2014-2015
9788,0,0,2014-2015
9790,4,4,2014-2015
9791,0,0,2014-2015
9793,2,2,2014-2015
9795,4,4,2014-2015
9799,4,4,2014-2015
9812,0,1,2014-2015
9816,1,1,2014-2015
9818,0,4,2014-2015
9820,4,4,2014-2015
9823,0,0,2014-2015
9824,2,2,2014-2015
9827,1,0,2014-2015
9828,0,0,2014-2015
9830,2,2,2014-2015
9831,3,3,2014-2015
9832,2,3,2014-2015
9835,0,0,2014-2015
9837,0,2,2014-2015
9842,2,0,2014-2015
9843,3,3,2014-2015
9845,0,0,2014-2015
9846,0,0,2014-2015
9849,1,1,2014-2015
9850,0,0,2014-2015
9853,4,4,2014-2015
9854,1,4,2014-2015
9856,0,2,2014-2015
9857,0,2,2014-2015
9861,3,3,2014-2015
9867,0,0,2014-2015
9869,3,3,2014-2015
9872,2,2,2014-2015
9876,1,4,2014-2015
9878,0,1,2014-2015
9880,2,2,2014-2015
9882,2,2,2014-2015
9885,4,2,2014-2015
9887,0,0,2014-2015
9888,0,0,2014-2015
9889,0,2,2014-2015
9890,0,0,2014-2015
9895,0,0,2014-2015
9896,3,3,2014-2015
9900,0,0,2014-2015
9902,2,2,2014-2015
9903,0,0,2014-2015
9904,1,1,2014-2015
9906,2,2,2014-2015
9908,0,0,2014-2015
9913,0,0,2014-2015
9914,4,4,2014-2015
9927,4,4,2014-2015
9928,0,0,2014-2015
9929,0,2,2014-2015
9930,2,2,2014-2015
9932,2,2,2014-2015
9934,2,2,2014-2015
9936,2,2,2014-2015
9941,1,1,2014-2015
9946,3,3,2014-2015
9948,3,3,2014-2015
9950,0,4,2014-2015
9955,2,2,2014-2015
9956,3,3,2014-2015
9959,0,0,2014-2015
9960,0,0,2014-2015
9962,2,2,2014-2015
9969,0,0,2014-2015
9972,0,0,2014-2015
9973,1,1,2014-2015
9974,0,0,2014-2015
9976,0,2,2014-2015
9978,1,1,2014-2015
9979,0,2,2014-2015
9980,4,1,2014-2015
9982,0,0,2014-2015
9986,4,4,2014-2015
9987,2,3,2014-2015
9989,2,2,2014-2015
9990,0,2,2014-2015
9991,3,0,2014-2015
9993,0,3,2014-2015
9994,3,3,2014-2015
9996,2,2,2014-2015
9997,3,3,2014-2015
1301,0,0,2015-2016
1332,3,3,2015-2016
1333,3,3,2015-2016
1376,2,2,2015-2016
1377,2,3,2015-2016
1379,0,0,2015-2016
1380,0,0,2015-2016
1381,4,2,2015-2016
1382,4,4,2015-2016
1383,0,1,2015-2016
1384,0,0,2015-2016
1401,4,4,2015-2016
1407,0,0,2015-2016
1414,2,2,2015-2016
1417,2,2,2015-2016
1418,0,0,2015-2016
1419,3,3,2015-2016
1420,0,1,2015-2016
1429,0,0,2015-2016
1430,1,0,2015-2016
1431,4,4,2015-2016
1433,4,4,2015-2016
1434,0,0,2015-2016
1435,4,2,2015-2016
1436,0,0,2015-2016
1438,0,0,2015-2016
1491,1,1,2015-2016
1514,2,2,2015-2016
1515,3,3,2015-2016
1518,0,3,2015-2016
1605,3,3,2015-2016
1662,3,3,2015-2016
1663,2,2,2015-2016
1711,1,1,2015-2016
1712,0,0,2015-2016
1716,4,4,2015-2016
1717,4,4,2015-2016
1718,0,0,2015-2016
1719,3,3,2015-2016
1720,3,3,2015-2016
1721,2,2,2015-2016
1723,2,2,2015-2016
1724,0,0,2015-2016
1726,0,0,2015-2016
1736,0,0,2015-2016
1743,0,0,2015-2016
1758,4,4,2015-2016
1762,2,2,2015-2016
1764,1,0,2015-2016
1766,2,2,2015-2016
1768,4,4,2015-2016
